K2 MAC Lookup,K2 Host Name,K2 IP Address,Labstats Host Name VS K2 MAC,Labstats IP Address VS K2 MAC,IP MissMatch,Name Match,Column1,Column2,Column3
34:17:EB:D8:28:54,WINDOWS-HU67PRC,192.168.118.41,WINDOWS-G1CV398,192.168.118.41,Match,No Match,38:c9:86:3f:87:0f,#VALUE!,#VALUE!
34:17:EB:D8:6B:0A,WINDOWS-CFNG0CK,192.168.118.42,WINDOWS-BVP9Q22,192.168.118.42,Match,No Match,38:c9:86:3f:85:66,#VALUE!,#VALUE!
34:17:EB:D8:6B:44,WINDOWS-NMTUBHG,192.168.118.43,WINDOWS-KEJ2QNO,192.168.118.43,Match,No Match,38:c9:86:3f:86:e2,#VALUE!,#VALUE!
34:17:EB:D8:6B:49,WINDOWS-IPPNMI2,192.168.118.44,WINDOWS-DHE7UUD,192.168.118.44,Match,No Match,38:c9:86:3f:86:90,#VALUE!,#VALUE!
34:17:EB:D8:72:30,WINDOWS-MKPLC3J,192.168.118.45,WINDOWS-MRH4N54,192.168.118.45,Match,No Match,38:c9:86:42:18:0a,#VALUE!,#VALUE!
34:17:EB:D8:6D:85,WINDOWS-CVQF8PD,192.168.118.46,WINDOWS-P77CG30,192.168.118.46,Match,No Match,38:c9:86:42:1c:35,#VALUE!,#VALUE!
34:17:EB:D8:6A:53,WINDOWS-PQUP1TA,192.168.118.47,WINDOWS-SV703O4,192.168.118.47,Match,No Match,38:c9:86:3f:89:c1,#VALUE!,#VALUE!
34:17:EB:D8:31:72,WINDOWS-TDTGV6Q,192.168.118.48,WINDOWS-28RMG35,192.168.118.48,Match,No Match,00:3e:e1:c5:72:7b,#VALUE!,#VALUE!
34:17:EB:D8:6B:50,WINDOWS-13CNQR4,192.168.118.49,WINDOWS-5LJUBOA,192.168.118.49,Match,No Match,00:3e:e1:c5:74:56,#VALUE!,#VALUE!
34:17:EB:D8:2E:77,WINDOWS-8PG9IMT,192.168.118.50,WINDOWS-1T0F0MG,192.168.118.50,Match,No Match,64:00:6A:7B:A6:0C,#VALUE!,#VALUE!
34:17:EB:A5:BB:14,ITS8410WK-W10,192.168.118.78,ITS8410WK-W10,192.168.118.78,Match,Match,18:66:DA:15:FA:EE,#VALUE!,#VALUE!
34:17:EB:A5:BB:14,ITS8410WK-W10,192.168.118.78,ITS8410WK-W10,192.168.118.78,Match,Match,18:66:DA:11:9E:B0,#VALUE!,#VALUE!
34:17:EB:A5:39:C0,ITS8411WK-W10,192.168.118.79,ITS8411WK-W10,192.168.118.79,Match,Match,18:66:DA:11:DB:E1,#VALUE!,#VALUE!
34:17:EB:A5:39:C0,ITS8411WK-W10,192.168.118.79,ITS8411WK-W10,192.168.118.79,Match,Match,18:66:DA:15:FA:2C,#VALUE!,#VALUE!
34:17:EB:A5:B9:C7,ITS8412WK-W10,192.168.118.80,ITS8412WK-W10,192.168.118.80,Match,Match,18:66:DA:15:F8:7D,#VALUE!,#VALUE!
34:17:EB:A5:B9:C7,ITS8412WK-W10,192.168.118.80,ITS8412WK-W10,192.168.118.80,Match,Match,18:66:DA:11:9E:64,#VALUE!,#VALUE!
34:17:EB:A5:71:2B,ITS8413WK-W10,192.168.118.81,ITS8413WK-W10,192.168.118.81,Match,Match,18:66:DA:15:FE:E3,#VALUE!,#VALUE!
34:17:EB:A5:71:2B,ITS8413WK-W10,192.168.118.81,ITS8413WK-W10,192.168.118.81,Match,Match,18:66:DA:11:DC:10,#VALUE!,#VALUE!
34:17:EB:A4:F4:28,ITS8414WK-W10,192.168.118.82,ITS8414WK-W10,192.168.118.82,Match,Match,64:00:6A:92:DA:0D,#VALUE!,#VALUE!
34:17:EB:A4:F4:28,ITS8414WK-W10,192.168.118.82,ITS8414WK-W10,192.168.118.82,Match,Match,18:66:DA:15:FD:F4,#VALUE!,#VALUE!
34:17:EB:A5:4B:E1,ITS8415WK-W10,192.168.118.83,ITS8415WK-W10,192.168.118.83,Match,Match,18:66:DA:11:D1:A5,#VALUE!,#VALUE!
34:17:EB:A5:4B:E1,ITS8415WK-W10,192.168.118.83,ITS8415WK-W10,192.168.118.83,Match,Match,18:66:DA:15:F9:11,#VALUE!,#VALUE!
34:17:EB:A4:FB:5C,ITS8416WK-W10,192.168.118.84,ITS8416WK-W10,192.168.118.84,Match,Match,18:66:DA:11:E6:07,#VALUE!,#VALUE!
34:17:EB:A4:FB:5C,ITS8416WK-W10,192.168.118.84,ITS8416WK-W10,192.168.118.84,Match,Match,18:66:DA:11:CE:CA,#VALUE!,#VALUE!
34:17:EB:A4:F0:21,ITS8417WK-W10,192.168.118.85,ITS8417WK-W10,192.168.118.85,Match,Match,18:66:DA:25:E9:F2,#VALUE!,#VALUE!
34:17:EB:A4:F0:21,ITS8417WK-W10,192.168.118.85,ITS8417WK-W10,192.168.118.85,Match,Match,18:66:DA:0E:A4:F4,#VALUE!,#VALUE!
34:17:EB:A5:73:1F,ITS8418WK-W10,192.168.118.86,ITS8418WK-W10,192.168.118.86,Match,Match,18:66:DA:11:D1:3C,#VALUE!,#VALUE!
34:17:EB:A5:73:1F,ITS8418WK-W10,192.168.118.86,ITS8418WK-W10,192.168.118.86,Match,Match,f4:5c:89:a7:c9:81,#VALUE!,#VALUE!
34:17:EB:A4:F9:6F,ITS8419WK-W10,192.168.118.87,ITS8419WK-W10,192.168.118.87,Match,Match,34:17:EB:D8:6A:71,#VALUE!,#VALUE!
34:17:EB:A4:F9:6F,ITS8419WK-W10,192.168.118.87,ITS8419WK-W10,192.168.118.87,Match,Match,34:17:EB:D8:6B:FF,#VALUE!,#VALUE!
34:17:EB:A4:F9:44,ITS8420WK-W10,192.168.118.88,ITS8420WK-W10,192.168.118.88,Match,Match,34:17:EB:D8:6B:21,#VALUE!,#VALUE!
34:17:EB:A4:F9:44,ITS8420WK-W10,192.168.118.88,ITS8420WK-W10,192.168.118.88,Match,Match,34:17:EB:D8:6E:CF,#VALUE!,#VALUE!
34:17:EB:A5:C2:28,ITS8421WK-W10,192.168.118.89,ITS8421WK-W10,192.168.118.89,Match,Match,34:17:EB:D8:27:46,#VALUE!,#VALUE!
34:17:EB:A5:C2:28,ITS8421WK-W10,192.168.118.89,ITS8421WK-W10,192.168.118.89,Match,Match,34:17:EB:D8:6D:EF,#VALUE!,#VALUE!
34:17:EB:A4:F7:C0,ITS8422WK-W10,192.168.118.90,ITS8422WK-W10,192.168.118.90,Match,Match,34:17:EB:D7:A8:DE,#VALUE!,#VALUE!
34:17:EB:A4:F7:C0,ITS8422WK-W10,192.168.118.90,ITS8422WK-W10,192.168.118.90,Match,Match,34:17:EB:D8:28:A1,#VALUE!,#VALUE!
34:17:EB:A5:BC:92,ITS8423WK-W10,192.168.118.91,ITS8423WK-W10,192.168.118.91,Match,Match,34:17:EB:D8:6E:8A,#VALUE!,#VALUE!
34:17:EB:A5:BC:92,ITS8423WK-W10,192.168.118.91,ITS8423WK-W10,192.168.118.91,Match,Match,34:17:EB:D8:31:27,#VALUE!,#VALUE!
34:17:EB:A5:75:24,ITS8424WK-W10,192.168.118.92,ITS8424WK-W10,192.168.118.92,Match,Match,34:17:EB:D7:AD:11,#VALUE!,#VALUE!
34:17:EB:A5:75:24,ITS8424WK-W10,192.168.118.92,ITS8424WK-W10,192.168.118.92,Match,Match,34:17:EB:D8:72:E2,#VALUE!,#VALUE!
34:17:EB:A5:78:6C,ITS8425WK-W10,192.168.118.93,ITS8425WK-W10,192.168.118.93,Match,Match,34:17:EB:D8:24:06,#VALUE!,#VALUE!
34:17:EB:A5:78:6C,ITS8425WK-W10,192.168.118.93,ITS8425WK-W10,192.168.118.93,Match,Match,34:17:EB:D8:28:AB,#VALUE!,#VALUE!
38:C9:86:3F:87:DF,W10-LGACLRM-SPR,192.168.130.247,its8238wk-mx.local,192.168.116.178,No Match,No Match,34:17:EB:D8:28:69,#VALUE!,#VALUE!
68:5B:35:B0:EC:50,NYU-Paris-iMac-01,192.168.168.151,nyu-paris-imac-01.local,192.168.168.151,Match,No Match,34:17:EB:D7:A9:3F,#VALUE!,#VALUE!
68:5B:35:BA:33:58,NYU-Paris-iMac-02,192.168.168.152,nyu-paris-imac-02.local,192.168.168.152,Match,No Match,34:17:EB:D8:6B:A7,#VALUE!,#VALUE!
68:5B:35:A8:52:26,W10-PARIS-FALL1,192.168.168.153,nyu-paris-imac-03.local,192.168.168.153,Match,No Match,34:17:EB:D8:6D:88,#VALUE!,#VALUE!
68:5B:35:AD:59:4D,NYU-Paris-iMac-04,192.168.168.154,nyu-paris-imac-04.local,192.168.168.154,Match,No Match,34:17:EB:D8:27:04,#VALUE!,#VALUE!
68:5B:35:BE:99:75,NYU-Paris-iMac-05,192.168.168.155,nyu-paris-imac-05.local,192.168.168.155,Match,No Match,34:17:EB:D8:72:D5,#VALUE!,#VALUE!
68:5B:35:B8:F5:07,NYU-Paris-iMac-06,192.168.168.156,nyu-paris-imac-06.local,192.168.168.156,Match,No Match,34:17:EB:D8:28:54,#VALUE!,#VALUE!
68:5B:35:B9:F9:2C,NYU-Paris-iMac-07,192.168.168.157,nyu-paris-imac-07.local,192.168.168.157,Match,No Match,34:17:EB:D8:6B:0A,#VALUE!,#VALUE!
68:5B:35:B9:56:E0,NYU-Paris-iMac-08,192.168.168.158,nyu-paris-imac-08.local,192.168.168.158,Match,No Match,34:17:EB:D8:6B:44,#VALUE!,#VALUE!
68:5B:35:B9:F5:27,NYU-Paris-iMac-09,192.168.168.159,nyu-paris-imac-09.local,192.168.168.159,Match,No Match,34:17:EB:D8:6B:49,#VALUE!,#VALUE!
68:5B:35:B9:DF:DD,NYU-Paris-iMac-10,192.168.168.160,nyu-paris-imac-10.local,192.168.168.160,Match,No Match,34:17:EB:D8:72:30,#VALUE!,#VALUE!
68:5B:35:BA:35:48,NYU-Paris-iMac-11,192.168.168.161,nyu-paris-imac-11.local,192.168.168.161,Match,No Match,34:17:EB:D8:6D:85,#VALUE!,#VALUE!
68:5B:35:B9:0D:18,NYU-Paris-iMac-12,192.168.168.162,nyu-paris-imac-12.local,192.168.168.162,Match,No Match,34:17:EB:D8:6A:53,#VALUE!,#VALUE!
68:5B:35:BA:3B:0D,NYU-Paris-iMac-13,192.168.168.163,nyu-paris-imac-13.local,192.168.168.163,Match,No Match,34:17:EB:D8:31:72,#VALUE!,#VALUE!
68:5B:35:B9:42:E9,NYU-Paris-iMac-14,192.168.168.164,nyu-paris-imac-14.local,192.168.168.164,Match,No Match,34:17:EB:D8:6B:50,#VALUE!,#VALUE!
68:5B:35:B9:FA:34,NYU-Paris-iMac-15,192.168.168.165,nyu-paris-imac-15.local,192.168.168.165,Match,No Match,34:17:EB:D8:2E:77,#VALUE!,#VALUE!
68:5B:35:B9:00:8C,NYU-Paris-iMac-16,192.168.168.166,nyu-paris-imac-16.local,192.168.168.166,Match,No Match,34:17:EB:A5:BB:B9,#VALUE!,#VALUE!
68:5B:35:B9:F7:65,NYU-Paris-iMac-17,192.168.168.167,nyu-paris-imac-17.local,192.168.168.167,Match,No Match,34:17:EB:A5:BB:14,#VALUE!,#VALUE!
68:5B:35:BA:42:A4,NYU-Paris-iMac-18,192.168.168.168,nyu-paris-imac-18.local,192.168.168.168,Match,No Match,34:17:EB:A5:39:C0,#VALUE!,#VALUE!
68:5B:35:B9:4C:3A,NYU-Paris-iMac-19,192.168.168.169,nyu-paris-imac-19.local,192.168.168.169,Match,No Match,34:17:EB:A5:B9:C7,#VALUE!,#VALUE!
68:5B:35:B9:00:F9,NYU-Paris-iMac-20,192.168.168.170,nyu-paris-imac-20.local,192.168.168.170,Match,No Match,34:17:EB:A5:71:2B,#VALUE!,#VALUE!
68:5B:35:B9:01:15,NYU-Paris-iMac-21,192.168.168.171,nyu-paris-imac-21.local,192.168.168.171,Match,No Match,34:17:EB:A4:F4:28,#VALUE!,#VALUE!
68:5B:35:B9:F0:BC,NYU-Paris-iMac-22,192.168.168.172,nyu-paris-imac-22.local,192.168.168.172,Match,No Match,34:17:EB:A5:4B:E1,#VALUE!,#VALUE!
68:5B:35:B9:FA:14,NYU-Paris-iMac-23,192.168.168.173,nyu-paris-imac-23.local,192.168.168.173,Match,No Match,34:17:EB:A4:FB:5C,#VALUE!,#VALUE!
68:5B:35:B9:F9:C6,NYU-Paris-iMac-24,192.168.168.174,nyu-paris-imac-24.local,192.168.168.174,Match,No Match,34:17:EB:A4:F0:21,#VALUE!,#VALUE!
68:5B:35:B9:F4:B7,NYU-Paris-iMac-25,192.168.168.175,nyu-paris-imac-25.local,192.168.168.175,Match,No Match,34:17:EB:A5:73:1F,#VALUE!,#VALUE!
68:5B:35:BE:9C:EE,NYU-Paris-iMac-26,192.168.168.176,nyu-paris-imac-26.local,192.168.168.176,Match,No Match,34:17:EB:A4:F9:6F,#VALUE!,#VALUE!
68:5B:35:B9:41:4C,NYU-Paris-iMac-27,192.168.168.177,nyu-paris-imac-27.local,192.168.168.177,Match,No Match,34:17:EB:A4:F9:44,#VALUE!,#VALUE!
68:5B:35:BE:9D:7F,NYU-Paris-iMac-28,192.168.168.178,nyu-paris-imac-28.local,192.168.168.178,Match,No Match,34:17:EB:A5:C2:28,#VALUE!,#VALUE!
68:5B:35:AF:30:7E,NYU-Paris-iMac-29,192.168.168.179,nyu-paris-imac-29.local,192.168.168.179,Match,No Match,34:17:EB:A4:F7:C0,#VALUE!,#VALUE!
68:5B:35:AD:4E:4B,NYU-Paris-iMac-30,192.168.168.180,nyu-paris-imac-30.local,192.168.168.180,Match,No Match,34:17:EB:A5:BC:92,#VALUE!,#VALUE!
68:5B:35:BE:2E:31,NYU-Paris-iMac-31,192.168.168.181,nyu-paris-imac-31.local,192.168.168.181,Match,No Match,34:17:EB:A5:75:24,#VALUE!,#VALUE!
68:5B:35:B9:45:33,NYU-Paris-iMac-32,192.168.168.182,nyu-paris-imac-32.sts.its.nyu.edu,192.168.168.182,Match,No Match,34:17:EB:A5:78:6C,#VALUE!,#VALUE!
68:5B:35:BE:86:AB,NYU-Paris-iMac-33,192.168.168.183,nyu-paris-imac-33.local,192.168.168.183,Match,No Match,00:0C:29:E7:24:30,#VALUE!,#VALUE!
68:5B:35:C4:98:18,NYU-Paris-GRI-iMac-01,192.168.168.201,#N/A,#N/A,#N/A,#N/A,68:5b:35:b0:ec:50,#VALUE!,#VALUE!
68:5B:35:C4:99:14,NYU-Paris-GRI-iMac-02,192.168.168.202,#N/A,#N/A,#N/A,#N/A,68:5b:35:ba:33:58,#VALUE!,#VALUE!
68:5B:35:C4:99:5A,GRISUM2014,192.168.168.203,#N/A,#N/A,#N/A,#N/A,68:5b:35:a8:52:26,#VALUE!,#VALUE!
68:5B:35:C2:7F:0F,NYU-Paris-GRI-iMac-05,192.168.168.205,#N/A,#N/A,#N/A,#N/A,68:5b:35:ad:59:4d,#VALUE!,#VALUE!
68:5B:35:C4:35:6B,NYU-Paris-GRI-iMac-06,192.168.168.206,#N/A,#N/A,#N/A,#N/A,68:5b:35:be:99:75,#VALUE!,#VALUE!
68:5B:35:B3:BA:D5,NYU-Paris-GRI-iMac-07,192.168.168.207,#N/A,#N/A,#N/A,#N/A,68:5b:35:b8:f5:07,#VALUE!,#VALUE!
68:5B:35:C2:D2:DD,NYU-Paris-GRI-iMac-08,192.168.168.208,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:f9:2c,#VALUE!,#VALUE!
68:5B:35:C4:2A:44,NYU-Paris-GRI-iMac-10,192.168.168.210,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:56:e0,#VALUE!,#VALUE!
68:5B:35:B3:86:43,NYU-Paris-GRI-iMac-11,192.168.168.211,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:f5:27,#VALUE!,#VALUE!
68:5B:35:B3:87:3F,NYU-Paris-GRI-iMac-12,192.168.168.212,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:df:dd,#VALUE!,#VALUE!
68:5B:35:C4:9F:84,NYU-Paris-GRI-iMac-13,192.168.168.213,#N/A,#N/A,#N/A,#N/A,68:5b:35:ba:35:48,#VALUE!,#VALUE!
68:5B:35:C4:34:71,NYU-Paris-GRI-iMac-14,192.168.168.214,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:0d:18,#VALUE!,#VALUE!
68:5B:35:B3:83:BA,NYU-Paris-GRI-iMac-15,192.168.168.215,#N/A,#N/A,#N/A,#N/A,68:5b:35:ba:3b:0d,#VALUE!,#VALUE!
68:5B:35:C2:D0:00,NYU-Paris-GRI-iMac-16,192.168.168.216,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:42:e9,#VALUE!,#VALUE!
68:5B:35:B3:BD:28,NYU-Paris-GRI-iMac-17,192.168.168.217,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:fa:34,#VALUE!,#VALUE!
68:5B:35:C0:DC:11,NYU-Paris-GRI-iMac-18,192.168.168.218,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:00:8c,#VALUE!,#VALUE!
0C:4D:E9:9E:56:20,NYU-Paris-GRI-iMac-19,192.168.168.219,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:f7:65,#VALUE!,#VALUE!
AC:87:A3:2D:85:D8,NYU-Paris-GRI-iMac-20,192.168.168.220,#N/A,#N/A,#N/A,#N/A,68:5b:35:ba:42:a4,#VALUE!,#VALUE!
AC:87:A3:2D:8F:20,GRI2015,192.168.168.221,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:4c:3a,#VALUE!,#VALUE!
AC:87:A3:2D:8F:20,GRI2015,192.168.168.221,#N/A,#N/A,#N/A,#N/A,68:5b:35:b9:00:f9,#VALUE!,#VALUE!
68:5B:35:B7:87:83,LAW-DAG-309-01,192.168.17.111,law-dag-309-01.local,192.168.17.111,Match,No Match,68:5b:35:b9:01:15,#VALUE!,#VALUE!
68:5B:35:B7:87:45,LAW-DAG-309-02,192.168.17.112,law-dag-309-02.local,192.168.17.112,Match,No Match,68:5b:35:b9:f0:bc,#VALUE!,#VALUE!
68:5B:35:B7:33:12,LAW-DAG-309-03,192.168.17.113,law-dag-309-03.local,192.168.17.113,Match,No Match,68:5b:35:b9:fa:14,#VALUE!,#VALUE!
68:5B:35:B7:95:1C,LAW-DAG-309-04,192.168.17.114,law-dag-309-04.local,192.168.17.114,Match,No Match,68:5b:35:b9:f9:c6,#VALUE!,#VALUE!
68:5B:35:B7:57:91,LAW-DAG-309-05,192.168.17.115,LAW-DAG-309-05,192.168.17.115,Match,Match,68:5b:35:b9:f4:b7,#VALUE!,#VALUE!
68:5B:35:B7:27:BF,LAW2016,192.168.17.117,law2016,192.168.17.117,Match,Match,68:5b:35:be:9c:ee,#VALUE!,#VALUE!
68:5B:35:B7:60:37,LAW-MERCER-7THFL-06,192.168.17.118,law-mercer-7thfl-06.local,192.168.17.118,Match,No Match,68:5b:35:b9:41:4c,#VALUE!,#VALUE!
68:5B:35:B7:77:B8,LAW-MERCER-7THFL-07,192.168.17.119,law2016,192.168.17.119,Match,No Match,68:5b:35:be:9d:7f,#VALUE!,#VALUE!
68:5B:35:B7:28:44,LAW2016,192.168.17.120,law2016,192.168.17.120,Match,Match,68:5b:35:af:30:7e,#VALUE!,#VALUE!
68:5B:35:B7:57:D9,LAW-MERCER-7THFL-09,192.168.17.122,law-mercer-7thfl-09.local,192.168.17.122,Match,No Match,68:5b:35:ad:4e:4b,#VALUE!,#VALUE!
68:5B:35:B7:2E:80,LAW-VH-MAIN-01,192.168.17.125,law-vh-main-01.local,192.168.17.125,Match,No Match,68:5b:35:be:2e:31,#VALUE!,#VALUE!
68:5B:35:B7:93:04,LAW2016,192.168.17.130,law-vh-main-02.local,192.168.17.130,Match,No Match,68:5b:35:b9:45:33,#VALUE!,#VALUE!
68:5B:35:B7:32:3D,LAW2016,192.168.17.133,LAW-VH-MAIN-03,192.168.17.133,Match,No Match,68:5b:35:be:86:ab,#VALUE!,#VALUE!
68:5B:35:B7:64:FF,LAW-VH-MAIN-04,192.168.17.134,law-vh-main-04.local,192.168.17.134,Match,No Match,68:5b:35:b7:5f:39,#VALUE!,#VALUE!
68:5B:35:C6:50:8D,LAW-VH-MAIN-05,192.168.17.135,law-vh-main-05.local,192.168.17.135,Match,No Match,68:5b:35:b7:87:75,#VALUE!,#VALUE!
68:5B:35:B7:28:31,LAW2016,192.168.17.137,law-vh-main-06.law.nyu.edu,192.168.17.137,Match,No Match,68:5b:35:b7:87:50,#VALUE!,#VALUE!
68:5B:35:C6:51:0B,LAW2016,192.168.17.138,law-vh-main-07.local,192.168.17.138,Match,No Match,68:5b:35:c6:4f:57,#VALUE!,#VALUE!
68:5B:35:C6:70:F1,LAW-VH-MAIN-08,192.168.17.140,law-vh-main-08.local,192.168.17.140,Match,No Match,68:5b:35:b7:87:83,#VALUE!,#VALUE!
68:5B:35:B7:94:D3,LAW-VH-MAIN-09,192.168.17.142,law-vh-main-09.local,192.168.17.142,Match,No Match,68:5b:35:b7:87:45,#VALUE!,#VALUE!
68:5B:35:C6:4F:CE,LAW2016,192.168.17.145,law-vh-main-10.law.nyu.edu,192.168.17.145,Match,No Match,68:5b:35:b7:33:12,#VALUE!,#VALUE!
68:5B:35:B7:5B:45,LAW-VH-MAIN-11,192.168.17.147,#N/A,#N/A,#N/A,#N/A,68:5b:35:b7:95:1c,#VALUE!,#VALUE!
68:5B:35:B7:28:58,LAW-VH-MAIN-12,192.168.17.150,law-vh-main-12.local,192.168.17.150,Match,No Match,68:5b:35:b7:57:91,#VALUE!,#VALUE!
68:5B:35:B3:D0:33,LAW2016,192.168.17.151,#N/A,#N/A,#N/A,#N/A,68:5b:35:b7:27:bf,#VALUE!,#VALUE!
68:5B:35:B7:A0:29,LAW2016,192.168.17.152,law2016,192.168.17.152,Match,Match,68:5b:35:b7:60:37,#VALUE!,#VALUE!
68:5B:35:B7:90:55,LAW2016,192.168.17.153,law-vh-lenley-03.local,192.168.17.153,Match,No Match,68:5b:35:b7:77:b8,#VALUE!,#VALUE!
68:5B:35:B7:55:97,LAW2016,192.168.17.155,law2016,192.168.17.155,Match,Match,68:5b:35:b7:28:44,#VALUE!,#VALUE!
68:5B:35:B7:89:B4,LAW2016,192.168.17.156,law-vh-lenley-05.local,192.168.17.156,Match,No Match,68:5b:35:b7:57:d9,#VALUE!,#VALUE!
68:5B:35:B7:32:DF,LAW2016,192.168.17.157,law-vh-lenley-06.local,192.168.17.157,Match,No Match,68:5b:35:b7:2e:80,#VALUE!,#VALUE!
68:5B:35:B7:8A:2F,LAW-VH-LENLEY-07,192.168.17.159,law-vh-lenley-07.local,192.168.17.159,Match,No Match,68:5b:35:b7:59:b5,#VALUE!,#VALUE!
68:5B:35:B4:04:8E,LAW2016,192.168.17.160,law-vh-lenley-08.local,192.168.17.160,Match,No Match,68:5b:35:b7:93:04,#VALUE!,#VALUE!
68:5B:35:B7:5B:2F,LAW2016,192.168.17.161,law-vh-lenley-09.local,192.168.17.161,Match,No Match,68:5b:35:b7:32:3d,#VALUE!,#VALUE!
68:5B:35:B7:22:E6,LAW2016,192.168.17.163,law-vh-lenley-10.local,192.168.17.163,Match,No Match,68:5b:35:b7:64:ff,#VALUE!,#VALUE!
68:5B:35:B7:31:86,LAW2016,192.168.17.164,law-vh-lenley-11.local,192.168.17.164,Match,No Match,68:5b:35:c6:50:8d,#VALUE!,#VALUE!
68:5B:35:B7:87:46,LAW2016,192.168.17.165,law-vh-lenley-12.local,192.168.17.165,Match,No Match,68:5b:35:b7:28:31,#VALUE!,#VALUE!
68:5B:35:B7:67:E2,LAW2016,192.168.17.167,law-vh-lenley-13.local,192.168.17.167,Match,No Match,68:5b:35:c6:51:0b,#VALUE!,#VALUE!
68:5B:35:B7:5C:F1,LAW-VH-LENLEY-15,192.168.17.168,law-vh-lenley-15.local,192.168.17.168,Match,No Match,68:5b:35:c6:70:f1,#VALUE!,#VALUE!
68:5B:35:B7:5C:25,LAW-VH-LENLEY-16,192.168.17.169,law-vh-lenley-16.local,192.168.17.169,Match,No Match,68:5b:35:b7:94:d3,#VALUE!,#VALUE!
68:5B:35:B7:91:E9,LAW2016,192.168.17.170,law-vh-lenley-14.local,192.168.17.170,Match,No Match,68:5b:35:c6:4f:ce,#VALUE!,#VALUE!
68:5B:35:B7:87:BF,LAW-VH-MAIN-13,192.168.17.184,law-vh-main-13.local,192.168.17.184,Match,No Match,68:5b:35:b7:5b:45-B4:18:D1:EE:B3:17,68:5b:35:b7:5b:45,#VALUE!
68:5B:35:C6:50:5A,LAW2016,192.168.17.186,law2016,192.168.17.186,Match,Match,68:5b:35:b7:28:58,#VALUE!,#VALUE!
68:5B:35:A3:F6:E4,LAW-FH4-02,192.168.17.194,law-fh4-02.local,192.168.17.194,Match,No Match,68:5b:35:b7:a0:29,#VALUE!,#VALUE!
68:5B:35:A3:FB:CB,LAW-FH4-01,192.168.17.202,law-fh4-01.local,192.168.17.202,Match,No Match,68:5b:35:b7:90:55,#VALUE!,#VALUE!
68:5B:35:B7:97:4F,LAW-MERCER-7THFL-01,192.168.17.21,law-mercer-7thfl-01.local,192.168.17.21,Match,No Match,68:5b:35:b7:55:97,#VALUE!,#VALUE!
68:5B:35:A3:CF:59,LAW-FH4-03,192.168.17.214,law-fh4-03.local,192.168.17.214,Match,No Match,68:5b:35:b7:89:b4,#VALUE!,#VALUE!
68:5B:35:B7:5D:3B,LAW2016,192.168.17.27,law2016,192.168.17.27,Match,Match,68:5b:35:b7:32:df,#VALUE!,#VALUE!
68:5B:35:B7:97:7F,LAW-MERCER-7THFL-03,192.168.17.53,law-mercer-7thfl-03.law.nyu.edu,192.168.17.53,Match,No Match,68:5b:35:b7:8a:2f,#VALUE!,#VALUE!
68:5B:35:B3:CF:46,LAW2016,192.168.17.72,law-reading-l-01.local,192.168.17.72,Match,No Match,68:5b:35:b4:04:8e,#VALUE!,#VALUE!
68:5B:35:B7:89:59,LAW2016,192.168.17.73,law2016,192.168.17.73,Match,Match,68:5b:35:b7:5b:2f,#VALUE!,#VALUE!
68:5B:35:B7:5A:F8,LAW-READING-L-03,192.168.17.75,law-reading-l-03.local,192.168.17.75,Match,No Match,68:5b:35:b7:22:e6,#VALUE!,#VALUE!
68:5B:35:B3:FB:7D,LAW2016,192.168.17.76,law2016,192.168.17.76,Match,Match,68:5b:35:b7:31:86,#VALUE!,#VALUE!
68:5B:35:B7:5B:C9,LAW2016,192.168.17.77,law-reading-r-01.local,192.168.17.77,Match,No Match,68:5b:35:b7:87:46,#VALUE!,#VALUE!
68:5B:35:B7:87:2F,LAW-READING-R-02,192.168.17.78,law-reading-r-02.local,192.168.17.78,Match,No Match,68:5b:35:b7:67:e2,#VALUE!,#VALUE!
68:5B:35:B7:57:7D,LAW-READING-R-03,192.168.17.79,law-reading-r-03.local,192.168.17.79,Match,No Match,68:5b:35:b7:5c:f1,#VALUE!,#VALUE!
68:5B:35:B7:88:E5,LAW-READING-R-04,192.168.17.80,law-reading-r-04.local,192.168.17.80,Match,No Match,68:5b:35:b7:5c:25,#VALUE!,#VALUE!
68:5B:35:B3:DF:9E,LAW-DAG-CC-01,192.168.17.81,law-dag-cc-01.local,192.168.17.81,Match,No Match,68:5b:35:b7:91:e9,#VALUE!,#VALUE!
68:5B:35:B7:7B:05,LAW-MERCER-7THFL-04,192.168.17.89,law-mercer-7thfl-04.local,192.168.17.89,Match,No Match,68:5b:35:b7:2e:b4,#VALUE!,#VALUE!
68:5B:35:B7:28:E3,LAW-MERCER-7THFL-05,192.168.17.90,law-mercer-7thfl-05.local,192.168.17.90,Match,No Match,68:5b:35:b7:a7:fb,#VALUE!,#VALUE!
68:5B:35:B7:55:BD,LAW-DAG-CC-10,192.168.17.95,LAW-DAG-CC-10,192.168.17.95,Match,Match,68:5b:35:b7:87:4f,#VALUE!,#VALUE!
